title,artist,first
So Young,Clyde Stacy & The Nitecaps,1971-04-29
Soul Pad,Coasters,1981-06-07
Monkey Doodle Doo,Cocoanuts original soundtrack,1978-05-14
If I Only Had A Brain,Coconuts,1983-09-04
Star Spangled Jock Strap,Cody Lee,1976-09-26
Basically Frightened,Col. Bruce Hampton,1992-02-16
Basically Frightened,Col. Bruce Hampton (Ret.) & The Aquarium Rescue Unit,1992-01-26
Thank You So Much,Cole Porter,1982-01-17
"Thank You So Much, Mrs. Loughsborough-Goodby",Cole Porter,1976-02-22
The Physician,Cole Porter,1979-02-25
You're The Top,Cole Porter,1976-09-12
All My Favorite Drunks Have Given Up Drinkin',Cole Slaw & The Baked Bean Band,2019-03-09
Body And Soul,Coleman Hawkins,1980-04-20
"Best Of Order, Thank You Please",Colin Crompton,1975-11-30
I Like,Colleen Green,2020-12-26
Mitt Romney Style,Collegehumor.com,2012-11-03
And The Band Played On,CollegeHumor.com (f/  Weird Al  Yankovic),2011-07-23
Alabama Jubilee,Collins & Harlan,1981-08-02
Alexander's Ragtime Band,Collins & Harlan,1989-09-24
Bake Dat Chicken Pie,Collins & Harlan,1980-02-10
Do The Funny Fox Trot,Collins & Harlan,1979-04-29
Lilly Of The Valley (A  Nut  Song),Collins & Harlan,1976-08-15
Lily Of The Valley,Collins & Harlan,1978-01-08
Moonlight In Jungle Land,Collins & Harlan,1978-08-27
Pickin' Cotton,Collins & Harlan,1971-05-16
Society Bear,Collins & Harlan,1979-02-04
Song Of The Ragtime Boy,Collins & Harlan,1979-02-04
Take A Car,Collins & Harlan,1980-04-06
The Aba Daba Honeymoon,Collins & Harlan,1972-09-17
There's Room For Us All On The Trolley,Collins & Harlan,1987-02-08
Those Charlie Chaplin Feet,Collins & Harlan,1989-04-16
Under The Anheuser Bush,Collins & Harlan,2011-05-28
I Got Mine,Collins & Natus,1977-05-22
Hot Rod,Collins Kids,1983-04-03
Hurricane,Collins Kids,1983-02-06
Whistle Bait,Collins Kids,1983-02-06
Snow Miser,Colon Blow,2017-11-25
Pants Unbuttoned,Colonel Elvis,2012-02-25
Avalon Town,Colonial Club Orchestra f/ Scrappy Lambert,1975-06-01
Considering A Move To Memphis,Colorblind James Experience,1990-08-12
She Took The Ring Off A Dead Man's Finger,Colorblind James Experience,2001-03-04
Hip-Hop In A Honky Tonk,Colt Ford f/ Kevin Fowler,2012-03-24
Tokyo Boogie Woogie,Columbia Orchestra,2015-07-18
Greeting Prelude,"Columbia Symphony Orchestra, Igor Stravinsky, conductor",2016-04-02
Tokyo Boogie Woogie,Columbia Tokyo Orchestra,1982-06-13
The City Song,Colwell Brothers,1974-11-10
Cadillac,Combustible Edison,1994-06-26
Thank You O Lord For The Bladder,Comedy On Wry,2021-03-13
Astro Boy,Comic Rangers,1977-03-27
2 Triple Cheese,Commander Cody,1982-02-07
Daddy's Drinking Up Our Christmas,Commander Cody,2013-12-07
Hot Rod Lincoln,Commander Cody,1993-03-28
Lost In The Ozone,Commander Cody,1987-10-11
Roll Your Own,Commander Cody,1975-09-28
Seven-Eleven,Commander Cody,1983-05-01
"Smoke, Smoke, Smoke That Cigarette",Commander Cody,1980-09-28
Transfusion,Commander Cody,2014-09-20
Two Triple Cheese,Commander Cody,1993-02-28
Daddy's Drinkin' Up Our Christmas,Commander Cody & His Lost Planet Airmen,1973-12-24
Don't Let Go,Commander Cody & His Lost Planet Airmen,2024-09-28
Everybody's Doin' It,Commander Cody & His Lost Planet Airmen,2011-05-21
Hot Rod Lincoln,Commander Cody & His Lost Planet Airmen,1997-10-05
Lost In The Ozone,Commander Cody & His Lost Planet Airmen,1999-04-25
Lost in the Ozone Again,Commander Cody & His Lost Planet Airmen,1993-01-31
Seeds And Stems (Again),Commander Cody & His Lost Planet Airmen,2012-03-10
Seven-Eleven,Commander Cody Band,1983-07-03
Public School Lunch,Commander Condello,1980-09-21
With A Little Help From His Horse,Commander Condello,1982-11-21
It's Christmas (Let's Shop for Jesus),Commander Pants,2012-12-08
"It's Christmas, Let's Shop For Jesus",Commander Pants,2011-12-10
Santa Zombie Strut,Commander Pants,2011-12-10
Public School Lunch,Commodore Condello,1995-09-17
Soggy Cereal,Commodore Condello,1994-09-04
With A Little Help From His Horse,Commodore Condello,1982-11-14
Soggy Cereal,Commodore Condello & His Salt River Navy Band,1982-10-17
The Time Machine,Commodore Condello & His Salt River Navy Band,1980-02-17
Soggy Cereal,Commodore Condello & His Salt Water Navy Band,1981-01-04
Soggy Cereal,Commodore Condello's Salt River Navy Band,1997-05-11
Sonic Boom,Commodore Condello's Salt River Navy Band,1977-02-13
Uranium,Commodores,1977-02-13
The Fly By Night Zone,Commotions,1980-01-13
Days Of The Week,compiled and edited by Damaskas,1980-09-14
(rock & roll screams),compiled by Kel M. Crum,1993-05-02
Dance Of The Hours (from La Gioconda),composed by Amilcare Ponchielli,2019-05-04
"Concerto For Orchestra, 4th Movement",composed by Bela Bartok,2019-05-04
Concerto No. 3 for Piano and Orchestra,composed by Bela Bartok,1995-08-27
(?),composed by Danny Elfman,2005-09-18
The Hall Of The Mountain King,composed by Edvard Grieg,2005-10-23
Danse Macabre,composed by Saint-Saens,1982-10-31
Danse Macabre (The Dance Of Death),"composed by Saint-Saens, conducted by Toscanini",1978-10-29
House Of Fear,Computer Zombies,1985-10-27
And They Call Me Mad,Conan O'Brien,2010-09-18
Thursday,Conan O'Brien,2016-03-19
The Pope,Conception Corporation,1979-12-16
Ghost Of A Texas Ladies' Man,Concrete Blonde,2010-10-30
Death By Roller Disco,Condor,1981-05-03
We Want A Rock And Roll President,Coney Island Kids,1976-07-11
Taco Supremo,Confabulation Of Gentry,2017-03-11
(They Don't Make) Airships (Like They Used To Anymore),Confabulation Of Gentry f/ Capt. John Sprocket (The Cog Is Dead),2014-12-27
The Big One,Confederate Railroad,2020-09-19
Star Trip,Congress of Wonders,1999-01-10
Down At The Old Watergate,Congressman William Hungate & The Watergate Singers,1989-08-06
The Commercial Song,Conjunto Bernal,1987-08-16
She Dances With Meat,Connie Con Carne,1996-07-07
Mama,Connie Francis,2015-05-09
Robot Man,Connie Francis,2022-04-23
The Y2K Song,Connie Kissinger,1999-12-26
The Pussy Cat Song,Connie Vannett,2014-08-16
All About The Wookiee,Consortium Of Genius,2013-11-02
All I Want To Do Is You,Consortium Of Genius,2018-02-10
I Have The Power,Consortium Of Genius,2022-03-05
Middle Earth Needs Me,Consortium Of Genius,2013-01-05
Suite From Bikeman Begins,Consortium Of Genius,2022-06-04
The Internet Is Mine,Consortium Of Genius,2017-07-08
They Said I Was Mad,Consortium Of Genius,2012-05-05
What A Friend We Have In Cthulhu,Consortium Of Genius,2010-11-06
Winter Slay Ride,Consortium Of Genius,2011-12-10
You Dance Like A Scientist,Consortium Of Genius,2023-11-25
Zombie Apocalypse Barbecue,Consortium Of Genius,2024-10-19
The Elements,Consortium Of Genius f/ Bad Beth,2023-11-18
Learn To Speak Binary,Consortium Of Genius f/ Pinkertron,2018-10-06
Live On Boat,Controlled Bleeding f/ Joe Papa,2011-07-30
Star Spangled Heaven,Conway Twitty,1986-08-17
C  Is For Cookie,Cookie Monster,2020-10-10
Share It Maybe,Cookie Monster,2022-06-04
The Ballad Of Casey McPhee,Cookie Monster,2022-04-02
Hey Food,Cookie Monster & The Sesame Street Beetles,1983-11-20
The 59th Street Bridge Song (Feelin' Groovy),Coolies,1987-01-04
Night Hawk Blues,Coon-Sanders Nighthawk Orchestra,1979-11-11
Hallucinations,Coon-Sanders Orchestra,1980-01-13
I Ain't Got Nobody,Coon-Sanders Orchestra,1981-03-22
Little Orphan Annie,Coon-Sanders Orchestra,2011-07-16
Sluefoot,Coon-Sanders Orchestra,1977-12-11
Deep Henderson,Coon-Sanders Original Nighthawk Orchestra,2011-04-02
Night Hawk Blues,Coon-Sanders Original Nighthawk Orchestra,1984-08-26
Lollipop,Coot Grant & Sox Wilson,1976-08-29
Five Dollar Bill,Corb Lund,2015-05-23
Scruffy The Elf,Corey Doak,2011-12-21
Never Surrender,Corey Hart,1985-08-04
Sunglasses At Night,Corey Hart,1990-05-20
Glove,Corey Rayburn,2007-10-07
Candy,Corky & The Juice Pigs,1993-05-30
Curly's Pants,Corky & The Juice Pigs,1995-01-08
Eskimo,Corky & The Juice Pigs,1999-06-20
P.S.A. (Clint Eastwood),Corky & The Juice Pigs,1993-06-06
Pandas,Corky & The Juice Pigs,1999-08-01
Pants,Corky & The Juice Pigs,1995-01-08
Psycho,Corky & The Juice Pigs,2008-10-12
Psychopathic Killer,Corky & The Juice Pigs,1993-05-30
The Man Who Thinks He's Jesus,Corky & The Juice Pigs,1993-08-22
The Pandas Must Die,Corky & The Juice Pigs,1994-03-13
Trucker,Corky & The Juice Pigs,1994-07-10
Truckers,Corky & The Juice Pigs,2025-09-27
Eskimo,Corky & The Juics Pigs,1993-07-11
A Surfer For President,Corky Carroll,1980-11-02
Surfer For President,Corky Carroll,1980-04-06
Tan Punks On Boards,Corky Carroll,1979-02-18
Skateboard Bill,Corky Carroll & Funkdog Surf Band/Corkettes,1976-06-27
Tan Punks On Boards,Corky Carroll & His Cool Water Casuals,1979-03-11
Skateboard Bill,Corky Carroll & His Funkdog Surf Band,1976-08-29
Skateboard Bill,Corky Carroll & His Funkdog Surf Band w/ The Corkettes,1976-05-02
Hot Dog,Corky Jones [not on aircheck],1971-09-19
A Friend Of A Friend Of Mine,Corky Mayberry,1980-03-23
We're Gettin' Massaged For Christmas,Corky Quakenbush,1994-12-25
We're Getting Massaged For Chistmas,Corky Quakenbush,1989-12-24
We're Getting Massaged For Christmas,Corky Quakenbush,1994-12-25
The Big Time Spender,Cornbread & Biscuits,1980-07-27
Texas Behemoth,Cornell Hurd,1977-01-09
Bicentennial Boogie,Cornell Hurd & His Mondo Hotpants Orchestra,1976-07-04
Texas Behemoth,Cornell Hurd & His Mondo Hotpants Orchestra,1976-08-29
Texas Behemoth,Cornell Hurd & Mondo Hotpants Orchestra,1977-01-23
Texas Behemoth,Cornell Hurd & The Mondo Hotpants Orch.,1977-02-13
Oh Look At That Baby,Correll & Gosden,1977-12-04
Sam & Henry Rollin' The Bones,Correll & Gosden,1975-06-08
Sam's Big Night,Correll & Gosden,1977-07-03
The Morning After,Correll & Gosden,1977-07-03
The Bullfight,Correll & Gosden (Amos & Andy),1982-12-12
The French Car,Correll & Gosden (Amos & Andy),1982-12-12
Let's Talk About My Sweetie,Correll & Gosden (Sam & Henry),1982-12-12
The Great Debate,Correspondents,1980-11-02
It's Great To Have An Idol,Cort Murray,1977-08-21
Maria Von Trapp's Response To COVID-19: My (Not So) Favorite Things,Cory Goodrich [mistakenly played instead of what was announced:,2021-04-10
Make America Great...,Cosmik f/ Rhubarb The Bear,2020-02-29
Let's Forget About The Sex,Cosmo Debris & His Children Of The Night,1985-04-21
The True And Terrible Trials Of Waldo The Dog,Cosy Sheridan,1999-02-07
Turboyeast,Cosy Sheridan,1995-04-02
I Was Born 200 Years Ago,Cotton,1977-06-26
I Get The Blues When It Rains,Cotton & Morpheus,1978-04-16
I Get The Blues When It Rains,"Cotton & Morpheus, The Sealy Air Weavers",1978-02-12
"Stomp Off, Let's Go",Cotton Pickers,1980-04-27
Ma's Old Galvanized Wash Tub,Cottonseed Clark,1975-02-16
Open The Door Richard,Count Basie,1980-05-25
Draftin' Blues,Count Basie & His Orchestra,1980-01-27
Did You See Jackie Robinson Hit That Ball?,Count Basie & His Orchestra (f/ Taps Miller),2025-03-15
Psychotic Reaction,Count Five,1996-06-23
Reggae Christmas Eve In Transylvania,Count Floyd,1983-01-02
The Gory Story Of Duane And Debbie,Count Floyd,1983-01-09
Treat You Like A Lady,Count Floyd,1983-02-13
Frankenstein Stomp,Count Lorry & The Biters,1972-10-29
My Banjo Lies In A Dusty Case,Country Beat,1995-08-20
Intro Rap/Lakeside Trailer Park,Country Dick Montana,1987-12-06
Intro Rap/Led Zeppelin Medley,Country Dick Montana,1987-12-06
Intro Rap/The Definitive A Cappella Led Zeppelin Medley,Country Dick Montana,1988-01-24
Lakeside Trailer Park,Country Dick Montana,1998-06-28
Led Zeppelin Medley,Country Dick Montana,1988-01-03
The Definitive A Cappella Led Zeppelin Medley,Country Dick Montana (of the Beat Farmers),1999-04-18
Hollywood Boogie,Country Jim,1972-04-02
Tricky Dicky,Country Joe,1974-12-22
Fish Cheer,Country Joe & The Fish,2001-07-15
I-Feel-Like-I'm-Fixin'-To-Die Rag,Country Joe & The Fish,1999-07-04
Marijuana,Country Joe & The Fish,2011-11-12
Superbird,Country Joe & The Fish,1990-03-11
Tricky Dicky,Country Joe MacDonald,1974-03-24
Star Yeck: Voyage Of The Good Ship Undersize,Country Joe McDonald,1988-07-10
Tricky Dicky,Country Joe McDonald,1990-03-11
"Oh, Monah",Country Washburne/Ted Weems,1974-01-27
"Yes, It's Nice To Have A Gun",Coupla Fat Guys Band,1996-08-04
"Yes, It's Nice To Own A Gun",Coupla Fat Guys Band,1996-08-25
The Bingo Song,Court (Doc) Johnson,1991-01-27
Roaches,Court Jesters,1991-06-09
My Ballcard Collection,"courtesy of Steve Hayes, WRNZ, Danville, Ky.",1993-05-16
Lunch,Courtney Reynolds,1999-10-24
The Basketball Game,Cousin Almer,1977-03-06
Stellar Sweetheart,Cousin Cosmo The Cosmic Cowboy & His Andromeda Angels,1984-05-20
Willipus Wallipus,Cousin Cricket,1976-07-25
Part-Time Plumbers,Cover Boys,1990-09-02
Will My New Boobs Go To Heaven With Me?,Cow Pies,2025-01-04
Deep In The Heart Of Jersey,Cowboy Charlie,2024-07-06
Deep In The Heart Of Jersey,Cowboy Charlie & Corral Chums,1988-07-24
Deep In The Heart Of Jersey,Cowboy Charlie & His Corral Chums,1985-09-15
Mr. Hankey The Christmas Poo,Cowboy Timmy,1999-12-19
City Song,Cowell Brothers,1972-09-10
Franklin D. Roosevelt's Back Again,Cox & Hobbs,1977-01-23
The Democratic Donkey,Cox & Hobbs,1977-01-23
The Moleman,Coyle & Sharpe,2020-03-21
Werewolf,Coyle & Sharpe,2013-10-19
Where's The Beef?,Coyote McCloud f/ Clara Peller,2019-10-05
Beach Bums,Coyotees,1982-08-22
No Toilets,Cr'ass,2012-09-29
Hot Springs,Crabmeat Thompson,1986-03-23
The Hot Dog Song,Craig Chin,2017-03-11
The Eighth Of January,Craig Duncan,2023-07-01
The Intro And The Outro,"Craig Simmons & friends from Van Nuys, CA",1985-02-03
She Said,Cramps,1981-06-21
Bugs,Crash Coffin & The Official United States Yahoo Funky Punky Jug Band,1987-01-11
Kitchen Motors,Crash Course In Science,1980-10-19
La Grange,Crazy Backwards Alphabet,1987-01-04
Laryngitis,Crazy Charlie Willer,1981-04-26
The Cringe,Crazy Ex-Girlfriend Cast (f/ Patton Oswalt),2020-10-24
Getting Bi,Crazy Ex-Girlfriend cast f/ Pete Gardner,2018-06-09
Axel F,Crazy Frog,2024-10-12
Eugene,Crazy Joe & The Variable Speed Band,1999-10-10
Ice Cream,Crazy Joe & The Variable Speed Band,1981-04-19
Little Puffies,Crazy Joe & The Variable Speed Band,1981-04-05
Getting Loaded,Crazy Miller,1977-08-21
Rat Race Blues,Crazy Miller,1976-06-27
The Belly Button Song,Crazy Miller,1977-12-11
(instrumental),Crazy Otto,1972-03-19
Inside Rock,Crazy Ray Fierro,1981-12-13
Stars And Stripes Forever,Crazy Rick,1982-09-05
The Stars and Stripes Forever,Crazy Rick's Psychadelic Flea Band,1993-07-04
Stars And Stripes Forever,Crazy Rick's Psychedelic American Flea Band,1999-08-08
Stars And Stripes Forever,Crazy Rick's Psychedelic Flea Band,1996-06-09
Mother's Lament,Cream,1998-09-06
Sunshine Of Your Love,Cream,1970-01-27
Does Anyone Know Where Elvis Is?,Cream de Cocoa,1992-08-23
Hoping To Find A Ukulele Under The Christmas Tree,Creamed Corn,2000-12-24
"Por Favor Senora, Please Let Me Sit Next To Your Menorah",Creamed Corn,2000-12-24
Caffeine,Creation Unlimited,1988-06-19
Suicide Center,Creative Differences,1987-07-12
Yukon Thunderbird Wine,Creative Differences,1987-07-12
A Gory Demise,Creature Features,2016-10-29
Lance Learns To Box,Credibility Gap,1982-10-03
Lance Learns To Box/I'm A Fella,Credibility Gap,1976-11-28
Voting PSA,Credibility Gap,1990-11-04
Haunted House,Creed Taylor,1977-10-30
Heartbeat,Creed Taylor,1977-10-30
Long As I Can See The Light,Creedence Clearwater Revival,1970-11-26
Suzie-Q,Creedence Clearwater Revival,1980-05-11
Convention '76,CREEP (Committee to Rip-Off Each and Every Politician),1976-07-11
Are You Going To The  Weird Al  Concert,Creepy Stick,2025-05-31
Taj Mahal,Creighton Thompson/Crickett Smith,1982-08-22
You Gotta Be A Football Hero,Crew-Cuts,1995-07-09
Ya Gotta Be A Football Hero,Crewcuts,1995-01-22
Felix The Cat,Cricketone Chorus,1980-09-21
"Reuben, Reuben",Cricketone Chorus,1978-09-24
Felix The Cat,Cricketone Players,1975-02-09
Felix The Cat Song,Cricketone Singers,1981-08-30
Blue Boogie,Cripple Clarence Lofton,1972-09-17
These Boots Are Made For Walkin',Cripsin Glover,1989-11-26
Clowny Clown Clown,Crispin Glover,1990-01-14
New Clean Song,Crispin Glover,1990-01-14
Overture,Crispin Glover,1990-01-14
"So Long, Farewell",Crispin Glover,1990-01-07
The Daring Young Man On The Flying Trapeze,Crispin Glover,1990-01-14
These Boots Are Made For Walkin',Crispin Glover,1990-01-14
These Boots Are Made For Walking,Crispin Glover,1991-03-03
Clowny Clown Clown,Crispin Hellion Glover,1998-04-12
Overture,Crispin Hellion Glover,1990-01-07
The Daring Young Man On The Flying Trapeze,Crispin Hellion Glover,1990-01-07
The New Clean Song,Crispin Hellion Glover,1990-01-07
These Boots Are Made For Walking,Crispin Hellion Glover,1992-05-10
Is That All There Is?,Cristina,2015-07-25
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",1980-10-05
Almost Cut My Hair,"Crosby, Stills, Nash & Young",1989-01-08
Carry On,"Crosby, Stills, Nash & Young",1980-06-22
The Belchmeister,Crossfire,1997-01-19
Man Without A Taint,Crotchless Leather Wheelchair,2017-01-28
I Saw Elvis,Crow Carroll,1992-08-16
The Simpsons Are Resistable,Crow Carroll & The Heat,1991-01-27
The Simpsons Are Resistible,Crow Carroll & The Heat,1991-02-03
When I See An Elephant Fly,Crow Quintet,1980-08-10
When I See An Elephant Fly,Crow Quintet from Dumbo,1980-08-10
Do Do Song,Crowbar,1977-12-11
Oh What They Grow Down In Old Mexico,Crown City Four,1979-07-29
Oh What We Grow Down In Old Mexico,Crown City Four,1981-03-29
"Oh, What We Grow In Old Mexico",Crown City Four,1978-04-23
Watch World War III On Pay TV,Crown City Four,1981-08-23
Watch World War Three On Pay TV,Crown City Four,1980-02-03
Those Two Dreadful Children,Cruella Da Ville,1996-04-14
Hong Kong Swing,Cruella de Ville,2006-01-29
Those Two Dreadful Children,Cruella de Ville,1998-03-08
Heavy Metal Halloween Hero,Crush Groove,2013-10-19
Lucy Has Been Drafted,Crystal Image,1980-07-20
Random Drug Testing,Cub Koda,1999-06-27
The Cholesterol Cabin,Cub Koda,2018-06-09
The Oh Yeah Rock,Cub Koda,1995-01-08
Free Gas,Cube Dweller,2005-10-02
Virtual Christmas,Cube Dwellers,2011-12-10
Milk Milk Lemonade,Cuphead (The Stupendium),2022-05-28
Who Broke Grandpappy's Shaving Mug,Curley Coldiron & The Circle C Boys,2017-07-22
San Fernando Valley Blues,Curt Barrett,1973-02-18
San Fernando Valley Blues,Curt Barrett & The Trailsmen,1985-08-11
I'll Be Drunk For Christmas,Curt Brash,2016-12-10
Ballad Of The Medfly,Curt Phillips,1981-11-22
Reefer Hound Blues,Curtis Jones,2012-03-10
Louisiana Bobo,Curtis Mosby & His Dixieland Blue Blowers,1983-01-16
I Will Not Smooch The Pickle,Cutter Garcia,1999-11-07
Dare To Be Stupid,Cybertronic Spree,2022-04-23
Making Our Dreams Come True,Cyndi Grecco,2018-12-22
Severed Swedish Heads,Cynthia Carle,2015-12-05
The Culture Of Life,Cynthia Carle,2008-03-09
The Sky Mall Song,Cynthia Carle,2015-01-31
Hungry Heifer,Cynthia Garris,1988-09-11
Lap Top Unit,Cynthia McQuillin,1993-01-03
Laptop Unit,Cynthia McWoolen,1993-01-17
Hits From The Bong,Cypress Hill,2011-11-12
I Wanna Get High,Cypress Hill,2012-03-10
Partyin' Kangaroos,Cyril May,1989-09-10
The Fatsong,Cyril May & Fabulous Jack,1989-02-12
Hook's Waltz,Cyril Ritchard,1980-08-10
Tarantella,Cyril Ritchard,1980-08-10
How Fights Start In Saloons,Cyril Smith,1980-11-09
Rudy Vallee Surprises No. 2: How Fights Start In Saloons,Cyril Smith,1977-12-11
The Old Sow Song,Cyril Smith,1982-06-20
With Her Head Tucked Underneath Her Arm,Cyril Smith,1978-10-29
The Old Sow Song,Cyril Smith & Rudy Vallee,1992-02-23
The Old Sow Song,Cyril Smith w/ Rudy Vallee & His Connecticut Yankees,1984-06-10
With Her Head Tucked Underneath Her Arm,Cyril Smith w/ Rudy Vallee & His Connecticut Yankees,1993-10-31
With Her Head Tucked Underneath Her Arm,Cyril Smith w/ Rudy Vallee & The Connecticut Yankees,1975-04-06
How Fights Start In Saloons,"Cyril Smith, introduced by Rudy Vallee",1975-10-19
How Fights Start In Saloons,Cyril Smith/Rudy Vallee,1982-12-05
Rudy Vallee Surprises #2 (How Fights Start In Saloons),Cyril Smith/Rudy Vallee,1980-01-13
With 'er 'ead Tucked Underneath 'er Arm,Cyril Smith/Rudy Vallee,1976-10-31
With Her Head Tucked Underneath Her Arm,Cyril Smith/Rudy Vallee,1977-08-07
With Her Head Tucked Underneath Her Arm,Cyril Smith/Rudy Valley,1976-10-31
Too Young To Date,D-Day,1984-11-04
Music To Operate By,D. C. Anderson,2000-11-12
Mr. Wrecker Driver,D. E. Scott,1989-03-05
Bananas Man,D. J. Hazard,1989-10-08
My Left Bootleg (Untie My Ankles),D. J. Hazard,1994-03-06
Untie My Ankles,D. J. Hazard,1999-02-14
Wet Cigarette,D. J. Hazard,1989-10-22
Barking Song,D. J. Lebowitz,1987-08-16
Lousy Personality,D. J. Lebowitz,1987-08-09
My Humble Home,D. J. Liebowitz,1979-08-19
Welcome To My Humble Home,D. J. Liebowitz,1980-07-06
